Time;Type;Volume;Symbol;Price;Volume;Time;Price;Commission;Swap;Profit
2022.09.30 14:47:16;Sell;0.1;XAUUSD;1663.01;0.1;2022.09.30 17:37:27;1675.18;;;-121.7
2022.09.30 12:02:30;Sell;0.1;XAUUSD;1671.72;0.1;2022.09.30 13:32:47;1666.2;;;55.2
2022.09.30 12:02:36;Sell;0.1;GBPUSD;1.11979;0.1;2022.09.30 13:32:40;1.10977;;;100.2
2022.09.30 06:21:45;Sell;0.1;GBPUSD;1.109;0.1;2022.09.30 11:36:13;1.12231;;;-133.1
2022.09.29 17:21:36;Buy;0.1;GBPUSD;1.09632;0.1;2022.09.29 18:02:37;1.10309;;;67.7
2022.09.29 17:21:02;Buy;0.1;XAUUSD;1647.74;0.1;2022.09.29 18:02:13;1654.04;;;63
2022.09.29 16:27:24;Buy;0.1;XAUUSD;1655.79;0.1;2022.09.29 18:02:11;1654.19;;;-16
2022.09.29 16:20:57;Buy;0.1;GBPUSD;1.09479;0.1;2022.09.29 17:20:17;1.09506;;;2.7
2022.09.29 15:42:03;Sell;0.1;XAUUSD;1648.75;0.1;2022.09.29 16:28:11;1655.38;;;-66.3
2022.09.29 16:22:48;Sell;0.1;XAUUSD;1655.48;0.1;2022.09.29 16:27:02;1655.35;;;1.3
2022.09.29 08:33:05;Sell;0.1;XAUUSD;1649.45;0.1;2022.09.29 11:34:55;1644.79;;;46.6
2022.09.29 08:51:04;Sell;0.1;XAUUSD;1644.77;0.1;2022.09.29 11:34:54;1644.79;;;-0.2
2022.09.29 08:31:42;Sell;0.1;XAUUSD;1650.72;0.1;2022.09.29 08:32:41;1650.21;;;5.1
2022.09.29 08:03:13;Sell;0.1;XAUUSD;1651.58;0.1;2022.09.29 08:27:18;1649.81;;;17.7
2022.09.29 04:55:00;Sell;0.1;XAUUSD;1655.37;0.1;2022.09.29 07:11:30;1654.41;;;9.6
2022.09.28 17:13:32;Sell;0.1;XAUUSD;1650.82;0.1;2022.09.28 20:19:55;1662.36;;;-115.4
2022.09.28 12:12:43;Buy;0.02;EURUSD;0.95574;0.02;2022.09.28 16:49:35;0.96374;;;16
2022.09.28 16:11:25;Sell;0.02;XAUUSD;1635.03;0.02;2022.09.28 16:24:38;1640.94;;;-11.82
2022.09.28 11:21:02;Buy;0.02;XAUUSD;1623.22;0.02;2022.09.28 14:06:09;1628.45;;;10.46
2022.09.28 11:53:00;Buy;0.02;GBPUSD;1.06857;0.02;2022.09.28 13:02:42;1.0820400000000001;;;26.94
2022.09.28 11:52:09;Balance;;;;;;;;;4437
2022.09.26 19:00:42;Sell;0.02;GBPUSD;1.06996;0.02;2022.09.28 06:19:26;1.06562;;-0.16;8.68
2022.09.27 11:33:31;Sell;0.02;XAUUSD;1637.42;0.02;2022.09.27 19:50:39;1630.11;;;14.62
2022.09.26 18:40:38;Sell;0.02;XAUUSD;1638.01;0.02;2022.09.26 19:34:34;1628.43;;;19.16
2022.09.22 11:26:33;Buy;0.02;XAUUSD;1670.96;0.02;2022.09.22 16:42:52;1673.88;;;5.84
2022.09.21 10:18:51;Buy;0.02;EURUSD;0.99095;0.02;2022.09.21 21:00:39;0.98372;;;-14.46
2022.09.20 18:09:47;Buy;0.02;XAUUSD;1666.72;0.02;2022.09.21 12:22:17;1673.47;;-0.04;13.5
2022.09.20 18:10:10;Buy;0.02;GBPUSD;1.1416;0.02;2022.09.20 19:38:14;1.13744;;;-8.32
2022.09.16 10:51:03;Sell;0.02;XAUUSD;1656.94;0.02;2022.09.16 10:57:56;1656.24;;;1.4
2022.09.15 17:59:28;Buy;0.02;XAUUSD;1668.65;0.02;2022.09.15 18:02:53;1670.65;;;4
2022.09.09 17:02:11;Buy;0.02;XAUUSD;1715;0.02;2022.09.13 04:25:52;1722.43;;-0.08;14.86
2022.09.08 17:23:56;Buy;0.02;GBPUSD;1.14945;0.02;2022.09.09 06:18:25;1.15778;;-0.09;16.66
2022.09.08 17:24:02;Buy;0.02;XAUUSD;1707.24;0.02;2022.09.09 06:18:24;1719.38;;-0.04;24.28
2022.09.08 17:23:53;Buy;0.02;EURUSD;0.99575;0.02;2022.09.09 06:17:48;1.0077;;-0.13;23.9
2022.09.06 13:34:58;Buy;0.02;AUDUSD;0.67802;0.02;2022.09.07 06:20:46;0.67003;;-0.05;-15.98
2022.09.05 03:59:51;Buy;0.02;XAUUSD;1709.25;0.02;2022.09.06 20:01:36;1701.01;;-0.04;-16.48
2022.09.05 04:00:49;Buy;0.02;EURUSD;0.99191;0.02;2022.09.06 16:03:01;0.98959;;-0.13;-4.64
2022.09.01 06:39:30;Balance;;;;;;;;;463
2022.08.30 18:11:49;Sell;0.02;USDJPY;138.912;0.02;2022.08.31 13:02:07;138.892;;-0.06;0.29
2022.08.30 07:49:45;Buy;0.02;XAUUSD;1736.55;0.02;2022.08.31 11:19:29;1717.49;;-0.04;-38.12
2022.08.31 07:21:51;Buy;0.02;GBPUSD;1.1682;0.02;2022.08.31 07:26:52;1.1682;;;0
2022.08.30 07:55:20;Buy;0.02;GBPUSD;1.17047;0.02;2022.08.30 11:51:27;1.17455;;;8.16
2022.08.30 03:32:03;Buy;0.02;GBPUSD;1.17139;0.02;2022.08.30 05:00:31;1.1697899999999999;;;-3.2
2022.08.23 11:07:25;Buy;0.02;GBPUSD;1.17619;0.02;2022.08.23 18:45:25;1.18494;;;17.5
2022.08.23 11:07:22;Buy;0.02;EURUSD;0.99278;0.02;2022.08.23 18:45:14;0.99819;;;10.82
2022.08.11 18:31:32;Buy;0.02;XAUUSD;1788.16;0.02;2022.08.12 17:44:39;1792.47;;-0.04;8.62
2022.08.10 17:34:38;Sell;0.02;GBPUSD;1.22566;0.02;2022.08.11 04:39:53;1.2195;;-0.23;12.32
2022.08.10 17:27:54;Sell;0.02;GBPUSD;1.22371;0.02;2022.08.11 04:39:52;1.2195;;-0.23;8.42
2022.08.10 17:24:40;Sell;0.02;GBPUSD;1.22284;0.02;2022.08.11 04:39:51;1.2195;;-0.23;6.68
2022.08.10 17:34:34;Sell;0.02;EURUSD;1.03475;0.02;2022.08.11 04:39:50;1.02868;;-0.04;12.14
2022.08.10 17:27:51;Sell;0.02;EURUSD;1.03375;0.02;2022.08.11 04:39:49;1.02865;;-0.04;10.2
2022.08.10 17:24:38;Sell;0.02;EURUSD;1.0333;0.02;2022.08.11 04:39:48;1.02865;;-0.04;9.3
2022.07.29 07:06:16;Buy;0.02;GBPUSD;1.21966;0.02;2022.07.29 10:02:20;1.22387;;;8.42
2022.07.29 06:13:15;Buy;0.02;GBPUSD;1.21806;0.02;2022.07.29 10:02:18;1.22382;;;11.52
2022.07.29 07:06:14;Buy;0.02;EURUSD;1.02193;0.02;2022.07.29 10:02:17;1.02473;;;5.6
2022.07.29 06:13:12;Buy;0.02;EURUSD;1.02047;0.02;2022.07.29 10:02:16;1.02473;;;8.52
2022.06.15 16:10:20;Sell;0.01;GBPUSD;1.20597;0.01;2022.06.15 18:16:24;1.205;;;0.97
2022.06.15 12:08:47;Sell;0.01;GBPUSD;1.2085;0.01;2022.06.15 18:16:23;1.205;;;3.5
2022.06.15 10:34:27;Sell;0.01;GBPUSD;1.20367;0.01;2022.06.15 18:16:22;1.20499;;;-1.32
2022.06.15 10:12:49;Sell;0.01;GBPUSD;1.20188;0.01;2022.06.15 18:16:21;1.20499;;;-3.11
2022.06.15 16:10:25;Sell;0.01;EURUSD;1.04069;0.01;2022.06.15 18:16:20;1.03941;;;1.28
2022.06.15 12:08:51;Sell;0.01;EURUSD;1.04922;0.01;2022.06.15 18:16:19;1.03938;;;9.84
2022.06.15 10:34:22;Sell;0.01;EURUSD;1.04893;0.01;2022.06.15 18:16:17;1.03933;;;9.6
2022.06.15 10:12:46;Sell;0.01;EURUSD;1.04792;0.01;2022.06.15 18:16:16;1.03933;;;8.59
2022.06.15 10:03:53;Balance;;;;;;;;;200
