Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2022.11.29 14:00:10;Buy Stop;0.04;GBPUSD;1.21172;;1.21472;2022.11.29 15:26:01;1.20212;;;;cancelled
2022.11.29 14:00:14;Sell Stop;0.04;GBPUSD;1.19402;;1.19102;2022.11.29 15:26:00;1.20210;;;;cancelled
2022.11.29 13:20:01;Buy Stop;0.04;EURUSD;1.04959;;1.05259;2022.11.29 14:56:01;1.03695;;;;cancelled
2022.11.29 13:20:01;Sell Stop;0.04;EURUSD;1.03310;;1.03010;2022.11.29 14:56:00;1.03694;;;;cancelled
2022.11.29 12:05:01;Buy Stop;0.04;EURUSD;1.04959;;1.05259;2022.11.29 12:55:02;1.03880;;;;cancelled
2022.11.29 12:05:01;Sell Stop;0.04;EURUSD;1.03310;;1.03010;2022.11.29 12:55:01;1.03879;;;;cancelled
2022.11.29 02:15:01;Sell Stop;0.04;GBPUSD;1.19402;;1.19102;2022.11.29 12:26:01;1.20118;;;;cancelled
2022.11.29 09:00:01;Buy Stop;0.04;GBPUSD;1.21241;;1.21541;2022.11.29 12:26:00;1.20118;;;;cancelled
2022.11.29 11:20:03;Sell Stop;0.04;EURUSD;1.03310;;1.03010;2022.11.29 11:56:01;1.03613;;;;cancelled
2022.11.29 11:20:01;Buy Stop;0.04;EURUSD;1.04959;;1.05259;2022.11.29 11:56:01;1.03616;;;;cancelled
2022.11.29 06:15:01;Sell Stop;0.04;EURUSD;1.03310;;1.03010;2022.11.29 10:51:00;1.03914;;;;cancelled
2022.11.29 06:15:01;Buy Stop;0.04;EURUSD;1.04959;;1.05259;2022.11.29 10:51:00;1.03914;;;;cancelled
2022.11.29 02:15:01;Buy Stop;0.04;GBPUSD;1.21269;;1.21569;2022.11.29 09:00:00;1.19878;;;;cancelled
2022.11.29 03:00:01;Sell Stop;0.04;USDJPY;137.511;;137.211;2022.11.29 06:31:01;138.613;;;;cancelled
2022.11.29 03:00:00;Buy Stop;0.04;USDJPY;139.408;;139.708;2022.11.29 06:31:01;138.618;;;;cancelled
2022.11.29 04:00:00;Buy;0.01;GBPUSD;1.19898;;;2022.11.29 05:16:02;1.19981;-0.06;;0.80;
2022.11.29 03:00:00;Buy;0.01;GBPUSD;1.19678;;;2022.11.29 03:32:34;1.19750;-0.06;;0.70;
2022.11.29 02:40:01;Sell Stop;0.04;USDJPY;137.511;;137.211;2022.11.29 02:41:02;138.704;;;;cancelled
2022.11.29 02:40:00;Buy Stop;0.04;USDJPY;139.408;;139.708;2022.11.29 02:41:02;138.704;;;;cancelled
2022.11.29 02:15:01;Sell Stop;0.04;USDJPY;137.511;;137.211;2022.11.29 02:21:00;138.557;;;;cancelled
2022.11.29 02:15:00;Buy Stop;0.04;USDJPY;139.408;;139.708;2022.11.29 02:21:00;138.565;;;;cancelled
2022.11.29 02:00:00;Buy;0.01;GBPUSD;1.19609;;;2022.11.29 02:15:19;1.19706;-0.06;;0.94;
2022.11.28 20:20:00;Buy Stop;0.04;EURUSD;1.04959;;1.05259;2022.11.28 21:45:01;1.03500;;;;cancelled
2022.11.28 20:10:00;Sell Stop;0.04;USDJPY;137.511;;137.211;2022.11.28 21:45:01;138.904;;;;cancelled
2022.11.28 20:10:00;Buy Stop;0.04;USDJPY;139.408;;139.708;2022.11.28 21:45:01;138.904;;;;cancelled
2022.11.28 20:20:00;Sell Stop;0.04;EURUSD;1.03421;;1.03121;2022.11.28 21:45:00;1.03500;;;;cancelled
2022.11.28 20:10:02;Buy Stop;0.04;GBPUSD;1.21269;;1.21569;2022.11.28 21:45:00;1.19631;;;;cancelled
2022.11.28 19:35:00;Buy Stop;0.04;GBPUSD;1.21269;;1.21569;2022.11.28 19:51:01;1.20190;;;;cancelled
2022.11.28 19:35:00;Sell Stop;0.04;USDJPY;137.511;;137.211;2022.11.28 19:50:05;138.737;;;;cancelled
2022.11.28 19:35:00;Sell Stop;0.04;EURUSD;1.03421;;1.03121;2022.11.28 19:50:05;1.03818;;;;cancelled
2022.11.28 19:35:00;Buy Stop;0.04;USDJPY;139.408;;139.708;2022.11.28 19:50:05;138.736;;;;cancelled
2022.11.28 19:35:00;Buy Stop;0.04;EURUSD;1.04959;;1.05259;2022.11.28 19:50:05;1.03818;;;;cancelled
2022.11.28 18:35:01;Sell Stop;0.04;USDJPY;137.511;;137.211;2022.11.28 19:26:01;138.824;;;;cancelled
2022.11.28 18:35:01;Sell Stop;0.04;EURUSD;1.03421;;1.03121;2022.11.28 19:26:01;1.03772;;;;cancelled
2022.11.28 18:35:00;Buy Stop;0.04;EURUSD;1.04959;;1.05259;2022.11.28 19:26:01;1.03774;;;;cancelled
2022.11.28 18:35:00;Buy Stop;0.04;USDJPY;139.408;;139.708;2022.11.28 19:26:01;138.825;;;;cancelled
2022.11.28 19:00:00;Buy Stop;0.04;GBPUSD;1.21269;;1.21569;2022.11.28 19:25:01;1.20245;;;;cancelled
2022.11.28 19:03:35;Sell;0.04;GBPUSD;1.20254;1.20221;1.19954;2022.11.28 19:03:40;1.20220;-0.22;;1.31;[sl]
2022.11.28 18:35:00;Buy Stop;0.04;GBPUSD;1.21526;;1.21826;2022.11.28 19:00:00;1.20391;;;;cancelled
2022.11.28 17:20:01;Buy Stop;0.04;EURUSD;1.04959;;1.05259;2022.11.28 18:26:01;1.03834;;;;cancelled
2022.11.28 04:00:08;Buy Stop;0.04;USDJPY;139.408;;139.708;2022.11.28 18:26:01;138.796;;;;cancelled
2022.11.28 17:20:01;Sell Stop;0.04;EURUSD;1.03421;;1.03121;2022.11.28 18:26:00;1.03834;;;;cancelled
2022.11.28 14:05:09;Buy Stop;0.04;GBPUSD;1.21526;;1.21826;2022.11.28 18:26:00;1.20236;;;;cancelled
2022.11.28 13:00:11;Sell Stop;0.04;USDJPY;137.511;;137.211;2022.11.28 18:26:00;138.795;;;;cancelled
2022.11.28 18:06:39;Sell;0.04;GBPUSD;1.20254;1.20246;1.19954;2022.11.28 18:11:15;1.20250;-0.22;;0.16;[sl]
2022.11.28 16:00:10;Sell Stop;0.04;EURUSD;1.03421;;1.03121;2022.11.28 16:40:02;1.04386;;;;cancelled
2022.11.28 16:00:02;Buy Stop;0.04;EURUSD;1.04959;;1.05259;2022.11.28 16:40:02;1.04385;;;;cancelled
2022.11.28 02:15:02;Buy Stop;0.04;GBPUSD;1.21526;;1.21826;2022.11.28 13:56:01;1.20894;;;;cancelled
2022.11.28 07:00:07;Sell Stop;0.04;GBPUSD;1.20254;;1.19954;2022.11.28 13:56:00;1.20887;;;;cancelled
2022.11.28 10:33:34;Sell;0.04;USDJPY;137.743;137.735;137.503;2022.11.28 10:33:47;137.738;-0.22;;0.14;[sl]
2022.11.28 09:02:54;Sell;0.04;USDJPY;138.065;138.056;137.767;2022.11.28 09:03:00;138.058;-0.22;;0.19;[sl]
