Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2022.11.07 09:05:00;Buy;0.98;CHFJPY;147.961;;;2022.11.07 13:05:39;148.078;-1.97;;78.20;
2022.11.07 11:05:02;Buy;0.99;GBPUSD;1.14454;;;2022.11.07 13:05:38;1.14597;-2.27;;141.57;
2022.11.07 11:00:00;Buy;0.98;GBPUSD;1.14240;;;2022.11.07 13:05:38;1.14598;-2.24;;350.84;
2022.11.07 11:10:00;Buy;1.01;GBPUSD;1.14653;;;2022.11.07 13:05:37;1.14596;-2.32;;-57.57;
2022.11.03 04:45:01;Sell;0.90;GBPJPY;168.071;;;2022.11.03 09:30:29;167.749;-2.05;;196.02;
2022.11.03 04:05:07;Buy;0.90;USDCHF;1.00152;;;2022.11.03 09:30:29;1.00685;-1.80;;476.44;
2022.11.03 09:05:01;Buy;0.93;USDCHF;1.00499;;;2022.11.03 09:30:28;1.00685;-1.86;;171.80;
2022.11.03 08:05:00;Buy;0.91;USDCHF;1.00335;;;2022.11.03 09:30:28;1.00685;-1.82;;316.33;
2022.11.03 09:30:00;Buy;0.96;USDCHF;1.00746;;;2022.11.03 09:30:27;1.00671;-1.92;;-71.52;
2022.11.03 09:15:00;Sell;0.94;GBPJPY;167.905;;;2022.11.03 09:30:27;167.759;-2.14;;92.83;
2022.11.03 09:30:19;Sell;0.96;GBPJPY;167.737;;;2022.11.03 09:30:26;167.761;-2.18;;-15.58;
2022.11.01 07:14:59;Balance;;;;;;;;;;0.91;
2022.11.01 07:14:59;Balance;;;;;;;;;;6.69;
2022.10.28 15:05:00;Sell;0.86;AUDCAD;0.87284;;;2022.10.31 10:32:05;0.87276;-1.10;-1.09;5.04;
2022.10.28 17:20:01;Sell;0.86;AUDCAD;0.87121;;;2022.10.31 10:32:04;0.87275;-1.10;-1.09;-97.00;
2022.10.28 15:00:02;Buy;0.86;GBPCHF;1.15156;;;2022.10.31 10:32:04;1.15688;-1.99;0.86;457.32;
2022.10.28 22:30:00;Buy;0.90;GBPCHF;1.15728;;;2022.10.31 10:32:03;1.15689;-2.09;0.90;-35.08;
2022.10.28 18:20:01;Buy;0.88;GBPCHF;1.15564;;;2022.10.31 10:32:03;1.15690;-2.04;0.88;110.83;
2022.10.28 17:45:02;Buy;0.87;GBPCHF;1.15388;;;2022.10.31 10:32:03;1.15689;-2.02;0.87;261.75;
2022.10.31 09:30:00;Sell;0.88;EURUSD;0.99428;;;2022.10.31 10:32:02;0.99189;-1.75;;210.32;
2022.10.31 04:25:00;Buy;0.86;NZDJPY;86.113;;;2022.10.31 10:32:02;85.986;-1.00;;-73.70;
2022.10.31 10:05:00;Sell;0.89;EURUSD;0.99240;;;2022.10.31 10:32:01;0.99187;-1.77;;47.17;
2022.10.25 04:00:01;Buy;0.82;GBPUSD;1.13195;;;2022.10.25 15:47:13;1.13502;-1.86;;251.74;
2022.10.25 10:35:01;Buy;0.79;GBPUSD;1.13007;;;2022.10.25 15:47:12;1.13501;-1.79;;390.26;
2022.10.25 09:50:02;Buy;0.78;GBPUSD;1.12818;;;2022.10.25 15:47:12;1.13502;-1.76;;533.52;
2022.10.25 15:15:00;Sell;0.80;CHFJPY;148.501;;;2022.10.25 15:47:11;148.473;-1.60;;15.06;
2022.10.25 12:35:00;Buy;0.84;GBPUSD;1.13407;;;2022.10.25 15:47:11;1.13500;-1.91;;78.12;
2022.10.24 16:00:09;Buy;0.89;EURAUD;1.56417;;;2022.10.25 09:16:30;1.55973;-1.75;-6.49;-250.11;
2022.10.24 17:10:06;Buy;0.90;EURAUD;1.56882;;;2022.10.25 09:16:29;1.55972;-1.78;-6.56;-518.37;
2022.10.24 16:50:03;Buy;0.89;EURAUD;1.56686;;;2022.10.25 09:16:29;1.55971;-1.76;-6.49;-402.77;
2022.10.24 17:50:00;Buy;0.92;EURAUD;1.57030;;;2022.10.25 09:16:28;1.55971;-1.82;-6.71;-616.65;
2022.10.24 10:20:12;Buy;0.91;GBPCAD;1.55517;;;2022.10.24 14:42:12;1.54708;-2.07;;-536.70;
2022.10.20 16:25:00;Buy;0.86;AUDCHF;0.63257;;;2022.10.21 12:42:54;0.63189;-1.08;0.36;-57.81;
2022.10.20 04:05:18;Buy;0.99;USDJPY;149.947;;;2022.10.21 12:42:54;150.951;-1.98;3.18;658.47;
2022.10.20 17:05:01;Sell;0.87;EURCAD;1.34102;;;2022.10.21 12:42:53;1.34644;-1.70;0.97;-341.11;
2022.10.20 19:15:00;Sell;0.84;EURCAD;1.34678;;;2022.10.21 12:42:52;1.34646;-1.65;0.93;19.44;
2022.10.20 17:05:03;Buy;0.87;AUDCHF;0.63462;;;2022.10.21 12:42:52;0.63190;-1.10;0.36;-233.93;
2022.10.20 21:10:00;Buy;0.83;USDJPY;150.192;;;2022.10.21 12:42:51;150.952;-1.66;2.66;417.88;
2022.10.20 19:30:01;Sell;0.85;EURCAD;1.34526;;;2022.10.21 12:42:51;1.34642;-1.67;0.94;-71.33;
2022.10.21 11:10:00;Buy;0.82;USDJPY;150.581;;;2022.10.21 12:42:50;150.953;-1.64;;202.08;
2022.10.21 06:45:01;Buy;0.83;USDJPY;150.372;;;2022.10.21 12:42:50;150.953;-1.66;;319.46;
2022.10.21 11:50:01;Buy;0.86;USDJPY;150.893;;;2022.10.21 12:42:49;150.953;-1.72;;34.18;
2022.10.20 11:25:00;Sell;1.00;GBPCAD;1.54116;;;2022.10.20 15:33:18;1.54862;-2.24;;-544.25;
2022.10.20 04:10:01;Sell;0.99;GBPCAD;1.54373;;;2022.10.20 15:33:18;1.54862;-2.22;;-353.19;
2022.10.20 11:50:01;Sell;1.01;GBPCAD;1.53934;;;2022.10.20 15:33:17;1.54862;-2.26;;-683.79;
2022.10.20 12:10:01;Sell;1.03;GBPCAD;1.53734;;;2022.10.20 15:33:16;1.54865;-2.30;;-849.85;
2022.10.17 04:00:07;Buy;0.94;EURJPY;144.766;;;2022.10.17 13:09:31;145.111;-1.83;;218.19;
2022.10.17 08:10:01;Buy;0.95;EURJPY;144.942;;;2022.10.17 13:09:30;145.099;-1.85;;100.35;
2022.10.17 04:25:01;Buy;0.94;GBPCHF;1.12769;;;2022.10.17 13:09:30;1.13189;-2.11;;394.41;
2022.10.17 08:55:00;Buy;0.97;GBPCHF;1.13085;;;2022.10.17 13:09:29;1.13170;-2.19;;82.37;
2022.10.17 08:20:01;Buy;0.95;GBPCHF;1.12924;;;2022.10.17 13:09:29;1.13170;-2.14;;233.47;
2022.10.13 17:00:00;Buy;0.89;GBPJPY;165.069;;;2022.10.13 18:06:04;165.873;-2.00;;485.72;
2022.10.13 17:55:02;Buy;0.90;GBPJPY;165.388;;;2022.10.13 18:06:03;165.866;-2.02;;292.01;
2022.10.13 17:30:00;Buy;0.89;EURAUD;1.56262;;;2022.10.13 18:06:03;1.56194;-1.72;;-37.65;
2022.10.13 18:00:01;Buy;0.91;GBPJPY;165.594;;;2022.10.13 18:06:02;165.863;-2.04;;166.16;
2022.10.10 09:30:10;Buy;0.85;EURAUD;1.53881;;;2022.10.11 04:45:18;1.54480;-1.65;-6.18;319.48;
2022.10.10 18:00:01;Buy;0.86;EURAUD;1.54400;;;2022.10.11 04:45:17;1.54485;-1.67;-6.26;45.87;
2022.10.10 17:35:03;Buy;0.81;EURAUD;1.54228;;;2022.10.11 04:45:17;1.54482;-1.58;-5.89;129.09;
2022.10.10 11:40:02;Sell;0.87;EURCAD;1.33251;;;2022.10.11 04:45:16;1.33854;-1.69;0.97;-379.95;
2022.10.10 11:05:01;Sell;0.85;EURCAD;1.33405;;;2022.10.11 04:45:16;1.33851;-1.65;0.94;-274.57;
2022.10.10 13:55:00;Sell;0.85;EURCAD;1.33075;;;2022.10.11 04:45:15;1.33852;-1.65;0.94;-478.34;
2022.10.10 09:30:00;Sell;0.85;NZDJPY;81.257;;;2022.10.11 04:45:15;80.921;-0.95;-1.47;195.95;
2022.10.10 18:10:01;Sell;0.88;NZDJPY;80.890;;;2022.10.11 04:45:14;80.920;-0.98;-1.52;-18.12;
2022.10.10 17:55:03;Sell;0.85;NZDJPY;81.076;;;2022.10.11 04:45:14;80.924;-0.95;-1.47;88.64;
2022.10.10 04:25:11;Buy;0.85;USDCAD;1.37374;;;2022.10.11 04:45:13;1.38056;-1.70;-2.70;419.90;
2022.10.10 20:00:01;Buy;0.86;USDCAD;1.37737;;;2022.10.11 04:45:12;1.38051;-1.72;-2.73;195.61;
2022.10.10 09:00:01;Buy;0.86;USDCAD;1.37563;;;2022.10.11 04:45:12;1.38056;-1.72;-2.73;307.11;
2022.10.11 03:05:01;Buy;0.85;USDCAD;1.37895;;;2022.10.11 04:45:11;1.38051;-1.70;;96.05;
2022.10.10 23:00:01;Buy;0.82;EURAUD;1.54052;;;2022.10.11 04:45:11;1.54491;-1.59;-5.97;225.86;
2022.10.11 04:45:04;Buy;0.90;USDCAD;1.38070;;;2022.10.11 04:45:10;1.38055;-1.80;;-9.78;
2022.10.11 04:05:01;Sell;0.81;EURCAD;1.33867;;;2022.10.11 04:45:10;1.33850;-1.57;;9.97;
